iter	Logloss
126	0.1167678618
127	0.1160683073
128	0.1145072984
129	0.1127052626
130	0.1117631808
131	0.1106810098
132	0.1093790885
133	0.1087521151
134	0.1083322538
135	0.1074289019
136	0.1071096123
137	0.1060255189
138	0.1043721438
139	0.1033259786
140	0.1025108662
141	0.1020014595
142	0.1017451
143	0.1013864606
144	0.1011378814
145	0.1001285128
146	0.09891554303
147	0.09833700669
148	0.09736463888
149	0.09652885886
150	0.09577769912
151	0.09443778607
152	0.09386968634
153	0.09323967521
154	0.09250869499
155	0.09143900493
156	0.09062653109
157	0.08997458615
158	0.08955992075
159	0.08853673262
160	0.08741617998
161	0.08688490612
162	0.08623573832
163	0.08555441943
164	0.08519350835
165	0.08457196569
166	0.08413539402
167	0.08288731101
168	0.08248446486
169	0.08147706169
170	0.08069507998
171	0.0798781043
172	0.07900260253
173	0.0785170188
174	0.07789593267
175	0.07715765785
176	0.07641134458
177	0.07581623097
178	0.07555066781
179	0.0749555771
180	0.07411598179
181	0.07349099913
182	0.07307339934
183	0.07272713618
184	0.07227595818
185	0.07166243761
186	0.07100506321
187	0.07001466834
188	0.06952850485
189	0.06929869983
190	0.06879040153
191	0.06836529042
192	0.06765655678
193	0.06723976993
194	0.06677626774
195	0.06651460162
196	0.06597129782
197	0.06553137707
198	0.0647741639
199	0.06434826049
200	0.06367708564
201	0.06291184942
202	0.06248032452
203	0.06215236032
204	0.06110222667
205	0.06096125053
206	0.06033055855
207	0.05945961236
208	0.05910682151
209	0.05857751544
210	0.05792212257
211	0.05745007727
212	0.05692937898
213	0.05632653577
214	0.05546092707
215	0.05495498703
216	0.05406595143
217	0.05351815915
218	0.05296700986
219	0.05254300137
220	0.05205561459
221	0.05148231208
222	0.05069285345
223	0.05023992082
224	0.05006517425
225	0.04960092088
226	0.04921796476
227	0.04867253418
228	0.04799331993
229	0.04741795084
230	0.04710761241
231	0.04667561412
232	0.04628268773
233	0.04593829611
234	0.04550772692
235	0.04501419609
236	0.0445409439
237	0.04411539731
238	0.04364038042
239	0.04310179595
240	0.04263063163
241	0.04241275928
242	0.04192528625
243	0.04161315516
244	0.04133235995
245	0.04106398547
246	0.04082853873
247	0.04031659321
248	0.04007832531
249	0.03964705047
250	0.03913725738
251	0.03883293381
252	0.03828412427
253	0.03773345766
254	0.03724980481
255	0.03687688313
256	0.03625046321
257	0.03584147804
258	0.03543638781
259	0.03510854074
260	0.03471807946
261	0.0344092453
262	0.03414563313
263	0.03376307764
264	0.03347421414
265	0.03311284621
266	0.03286087539
267	0.032526287
268	0.03226258911
269	0.03206488662
270	0.0318834506
271	0.03166218725
272	0.03132857865
273	0.03088566032
274	0.03064737594
275	0.03035349665
276	0.03011622442
277	0.02981519665
278	0.02956553194
279	0.02929540448
280	0.02918179432
281	0.02895829898
282	0.02864116132
283	0.0284746087
284	0.02814834887
285	0.02791613724
286	0.02760424054
287	0.0274977419
288	0.02719130341
289	0.02688214495
290	0.02670471429
291	0.02640202897
292	0.02625864823
293	0.02608627395
294	0.02559470631
295	0.0253815706
296	0.02528034168
297	0.02512871857
298	0.02489500475
299	0.024630382
300	0.02434543027
301	0.02417745695
302	0.0239724713
303	0.02362877857
304	0.02332639513
305	0.02315033036
306	0.02297582562
307	0.02279519989
308	0.02270103434
309	0.02259928798
310	0.02239686912
311	0.02212687374
312	0.02198259007
313	0.0216006474
314	0.02146713248
315	0.02122258466
316	0.02108677517
317	0.02085243893
318	0.02061984778
319	0.02045740419
320	0.02032127295
321	0.02020335487
322	0.0200639013
323	0.01990828189
324	0.01981213035
325	0.01966029873
326	0.01955489694
327	0.01941702716
328	0.01922635352
329	0.01907408021
330	0.01894045723
331	0.01881092511
332	0.01862673615
333	0.01851234098
334	0.01840402473
335	0.01826666257
336	0.01811385692
337	0.01793219471
338	0.01781698317
339	0.01767162692
340	0.01752922575
341	0.01740136351
342	0.01733427686
343	0.01725922901
344	0.01712419332
345	0.01705981666
346	0.01690583995
347	0.01680739952
348	0.01662720806
349	0.01648861134
350	0.01630533717
351	0.01613990099
352	0.01602532905
353	0.01591899939
354	0.01575364248
355	0.01565343933
356	0.0155560534
357	0.01548983924
358	0.0153850849
359	0.01531487653
360	0.01522445527
361	0.01508381457
362	0.01503468107
363	0.01494025116
364	0.01481018911
365	0.01469249947
366	0.01460810793
367	0.01453454299
368	0.01442430959
369	0.01434653504
370	0.01419093204
371	0.01411778634
372	0.01405893406
373	0.01393989766
374	0.01389324302
375	0.01379821081
376	0.01367113769
377	0.01359834029
378	0.0135238487
379	0.0134683205
380	0.01339953228
381	0.01329925047
382	0.013201166
383	0.01311041943
384	0.01303852526
385	0.0129523046
386	0.01285234761
387	0.01276550599
388	0.01266878713
389	0.01256080895
390	0.01248775422
391	0.01241844001
392	0.01235202663
393	0.01230707905
394	0.01222985956
395	0.01213732324
396	0.01203520405
397	0.01197920324
398	0.01182661364
399	0.01173338177
400	0.01169362829
401	0.01165289384
402	0.01159300045
403	0.0115377242
404	0.01143139314
405	0.01132580259
406	0.01126041749
407	0.01120439742
408	0.01113372186
409	0.01105441512
410	0.01097862377
411	0.01089178533
412	0.01083380423
413	0.01077415291
414	0.01073759281
415	0.0106547072
416	0.01062837277
417	0.01057357994
418	0.01046046731
419	0.01041367763
420	0.01033985489
421	0.01030822082
422	0.01026639371
423	0.01021290776
424	0.01014751828
425	0.01009486674
426	0.0100517228
427	0.01000141117
428	0.00993173943
429	0.009887147003
430	0.009860432343
431	0.009758791658
432	0.00972663446
433	0.009664721543
434	0.00957888152
435	0.009500701537
436	0.009452616363
437	0.009399698648
438	0.009341423174
439	0.009317846937
440	0.009217794345
441	0.009184068436
442	0.009135215648
443	0.009093814843
444	0.009042015517
445	0.008981737251
446	0.008938408722
447	0.00889670734
448	0.008847413395
449	0.008785916146
450	0.008743261959
451	0.008701598501
452	0.008656632769
453	0.008621884975
454	0.00856891773
455	0.00854646037
456	0.008499132163
457	0.008462224246
458	0.00843502925
459	0.00840068941
460	0.008364830396
461	0.008324220697
462	0.008273220155
463	0.008241040458
464	0.008204071664
465	0.008173543096
466	0.008154068238
467	0.0081173856
468	0.008089244402
469	0.008029637562
470	0.008003458277
471	0.007957321215
472	0.007938905889
473	0.007913511556
474	0.007883185831
475	0.007841424851
476	0.007802697483
477	0.007756065526
478	0.007718723964
479	0.007685182924
480	0.007634753196
481	0.007597733114
482	0.007577354397
483	0.007560439277
484	0.007500153427
485	0.007470841108
486	0.007436646116
487	0.007391936325
488	0.007336688207
489	0.00728401671
490	0.007261946098
491	0.007226586893
492	0.007212550798
493	0.007179634226
494	0.007143633386
495	0.007105579577
496	0.007067484108
497	0.007031929203
498	0.006980692101
499	0.006972475615
500	0.006937835351
501	0.006912461799
502	0.006874217886
503	0.006819754325
504	0.006731873249
505	0.006690530108
506	0.00667457544
507	0.006654414231
508	0.006610177474
509	0.006568881678
510	0.006514130025
511	0.006498497511
512	0.006491819707
513	0.00646341348
514	0.00645646
515	0.006451331431
516	0.006426239329
517	0.006405991682
518	0.006386781219
519	0.006365616029
520	0.006360446853
521	0.00632697648
522	0.006310938989
523	0.006296053181
524	0.006281665806
525	0.006260931293
526	0.006225585763
527	0.006204843764
528	0.006165748704
529	0.006165748704
530	0.006137183676
531	0.006116048841
532	0.006110439238
533	0.006095666171
534	0.006076366406
535	0.006054847889
536	0.006014309198
537	0.005983874407
538	0.005952886616
539	0.005914242258
540	0.005883014845
541	0.005855605083
542	0.005831380177
543	0.005803702873
544	0.005772504248
545	0.005758043329
546	0.005735514847
547	0.005702994129
548	0.00567687061
549	0.005659497269
550	0.005631032919
551	0.005608734566
552	0.005575025026
553	0.005560616762
554	0.005551300111
555	0.005529987514
556	0.005506700284
557	0.005483672873
558	0.005465080908
559	0.005434498371
560	0.005428431864
561	0.005410742776
562	0.005400739053
563	0.005374409415
564	0.005353842896
565	0.005331423052
566	0.005312853769
567	0.005296041927
568	0.005279694141
569	0.005261413221
570	0.005233024935
571	0.005212575116
572	0.005190061274
573	0.005157072447
574	0.005133711673
575	0.005108507092
576	0.005108499553
577	0.005096411581
578	0.005078219601
579	0.005052998195
580	0.005033615271
581	0.005001432813
582	0.004981568807
583	0.004958655087
584	0.004931826811
585	0.004918015549
586	0.00489777192
587	0.004879325987
588	0.004851100637
589	0.004819873243
590	0.004794273741
591	0.004769181406
592	0.004746270638
593	0.004726720195
594	0.004713889969
595	0.004702345697
596	0.004688339475
597	0.004668105337
598	0.004658725297
599	0.004652518702
600	0.004628558407
601	0.004617775444
602	0.004598224649
603	0.004586357149
604	0.004571625776
605	0.004544064715
606	0.004520995906
607	0.004520995906
608	0.004509951572
609	0.004482770195
610	0.004466725648
611	0.004453886708
612	0.004440257063
613	0.004429702045
614	0.004415874161
615	0.00439756422
616	0.004377467978
617	0.004360740555
618	0.004343236035
619	0.004331189947
620	0.00431546533
621	0.004301972126
622	0.004289665324
623	0.004272016066
624	0.004258185662
625	0.004243647945
626	0.004243642645
627	0.004226022966
628	0.004209709643
629	0.004195139313
630	0.004183454516
631	0.004163119122
632	0.004152741847
633	0.004139590612
634	0.004124803449
635	0.004113167776
636	0.004107466017
637	0.004098522529
638	0.004091768519
639	0.004072013359
640	0.004060971312
641	0.004060962061
642	0.00404306311
643	0.004023750848
644	0.004012040128
645	0.003994709719
646	0.003980932446
647	0.003964459355
648	0.003964447304
649	0.003950770337
650	0.003934945024
651	0.003922058977
652	0.00391428875
653	0.003901871905
654	0.003886369695
655	0.003875578192
656	0.003863790213
657	0.003845543233
658	0.003828263741
659	0.003818315362
660	0.003793888422
661	0.003784530642
662	0.003773224189
663	0.003764372522
664	0.003753540605
665	0.003753530514
666	0.003742173231
667	0.003725662825
668	0.003725657467
669	0.003707923308
670	0.003694659495
671	0.003672665837
672	0.003651223163
673	0.003642698942
674	0.003636550282
675	0.003622320387
676	0.003610134727
677	0.003600360597
678	0.003591727928
679	0.003581226625
680	0.003581221398
681	0.003573365687
682	0.003561733178
683	0.003552101984
684	0.003552095888
685	0.003540403641
686	0.003526888844
687	0.003517334634
688	0.003517334149
689	0.003507771759
690	0.003497927466
691	0.003497923756
692	0.003485990968
693	0.003475646719
694	0.003475642025
695	0.003464636741
696	0.003453990745
697	0.003445544343
698	0.003427859543
699	0.003427856512
700	0.003410484391
701	0.003410473808
702	0.003401004993
703	0.003400997882
704	0.003394955806
705	0.003371176444
706	0.003359588992
707	0.003354867168
708	0.003340925491
709	0.003329797674
710	0.003329784605
711	0.003319441695
712	0.003307864584
713	0.003303399027
714	0.003303399027
715	0.003303393844
716	0.003295106481
717	0.003285741211
718	0.00327427276
719	0.003266125604
720	0.003259511009
721	0.003241676749
722	0.003241675919
723	0.003241675919
724	0.003227486507
725	0.003218911407
726	0.003212759254
727	0.003212759254
728	0.003212758686
729	0.003202455781
730	0.003202448014
731	0.003197509132
732	0.00318786841
733	0.003187863639
734	0.003179351024
735	0.003171402784
736	0.003161656936
737	0.003150553483
738	0.003150544515
739	0.003150534849
740	0.003145462073
741	0.003137045503
742	0.003131537238
743	0.003117280266
744	0.003105178881
745	0.00309671907
746	0.003086560282
747	0.003086560282
748	0.003070682771
749	0.003070668365
750	0.003064963962
751	0.003055371771
752	0.0030353437
753	0.0030353437
754	0.003035337267
755	0.003035330258
756	0.003024375729
757	0.003015371961
758	0.003000842578
759	0.003000833086
760	0.003000831081
761	0.003000829759
762	0.003000825316
763	0.003000821088
764	0.002992602658
765	0.002980531175
766	0.002971926516
767	0.002964198142
768	0.002964198142
769	0.002956269524
770	0.002956269524
771	0.002956269524
772	0.002956259322
773	0.002956251674
774	0.002948640391
775	0.002948636666
776	0.002948633881
777	0.00293568423
778	0.002922700414
779	0.002912673145
780	0.002905285182
781	0.002894714392
782	0.002885648767
783	0.002885631661
784	0.002885628325
785	0.002885627848
786	0.002885623656
787	0.002877104246
788	0.002869950002
789	0.002869950002
790	0.002862579017
791	0.002849758565
792	0.002840020371
793	0.002840003145
794	0.002831279386
795	0.002823114585
796	0.002812725747
797	0.002812725747
798	0.002803247694
799	0.002795953907
800	0.002795946493
801	0.002795943042
802	0.002795943042
803	0.002795943042
804	0.002795943042
805	0.002795943042
806	0.002779957705
807	0.002779957705
808	0.002779940326
809	0.002779937228
810	0.002770760167
811	0.002759510095
812	0.002759501361
813	0.002744347142
814	0.002735325374
815	0.002726305088
816	0.002726305088
817	0.002726305088
818	0.002726298498
819	0.00272629739
820	0.002726288976
821	0.00271717049
822	0.002717167943
823	0.00271716051
824	0.00271716051
825	0.00271716051
826	0.002706607869
827	0.002699492137
828	0.002689816393
829	0.002689810695
830	0.002689807242
831	0.002689806181
832	0.002680651387
833	0.002680651387
834	0.002680643483
835	0.002673240063
836	0.002666251534
837	0.002666244177
838	0.002656141542
839	0.002656135533
840	0.002656135533
841	0.002656123035
842	0.00265611955
843	0.002649142657
844	0.002649138708
845	0.002649129644
846	0.00264911826
847	0.00264911826
848	0.002645731951
849	0.002634941224
850	0.002629369384
851	0.002629366084
852	0.002629362772
853	0.002629324509
854	0.002629313947
855	0.002615047654
856	0.002605633099
857	0.002605630728
858	0.002605616181
859	0.002602548307
860	0.002597539008
861	0.002588528315
862	0.002588522348
863	0.00258850987
864	0.002588507509
865	0.002588505679
866	0.002579100517
867	0.00257908669
868	0.002579084224
869	0.0025705997
870	0.002570595432
871	0.002561731797
872	0.00255159692
873	0.002551595608
874	0.002551595608
875	0.002545452307
876	0.002537106619
877	0.002531246119
878	0.002531246119
879	0.002524097685
880	0.002524097685
881	0.002524096157
882	0.002524096157
883	0.002524092982
884	0.002524092982
885	0.00252069929
886	0.00252069929
887	0.00252069929
888	0.00252069344
889	0.002507256995
890	0.002507248785
891	0.002507248785
892	0.002507248785
893	0.002499382527
894	0.00249938002
895	0.002490761206
896	0.00248145265
897	0.002469837418
898	0.002459988893
899	0.002459987417
900	0.002459987417
901	0.002459987417
902	0.002452660937
903	0.002442378464
904	0.002442366023
905	0.002442366023
906	0.002442355309
907	0.002442347851
908	0.002442347851
909	0.002442332923
910	0.002442314578
911	0.002442314578
912	0.002437033814
913	0.002437024257
914	0.00243018258
915	0.00243018258
916	0.002430176737
917	0.002430176737
918	0.002430175166
919	0.002430171686
920	0.002430171686
921	0.002430158971
922	0.00243015578
923	0.00243015578
924	0.002430153555
925	0.00243014836
926	0.002424267497
927	0.002424265169
928	0.002424265169
929	0.002424261792
930	0.002418030073
931	0.002418030073
932	0.00241802612
933	0.002418025577
934	0.002418025577
935	0.002418025577
936	0.002418025577
937	0.002418025577
938	0.002418023441
939	0.002412825079
940	0.002412819455
941	0.002412819455
942	0.002412818583
943	0.002412818583
944	0.002403070139
945	0.002403070139
946	0.002392082068
947	0.002392080046
948	0.002379261837
949	0.002379259765
950	0.002379259765
951	0.002379255688
952	0.002379255688
953	0.002370087689
954	0.002362852542
955	0.002362852542
956	0.002362851525
957	0.002362851525
958	0.002350328493
959	0.002350326713
960	0.002350322894
961	0.002350306531
962	0.002350304479
963	0.002350295907
964	0.002350295907
965	0.002350295907
966	0.002350295907
967	0.002350289212
968	0.002350284721
969	0.002350282607
970	0.002345024283
971	0.002345019863
972	0.002345019863
973	0.002338193067
974	0.002338180992
975	0.002338174152
976	0.002338166175
977	0.002338161095
978	0.002338155783
979	0.002338144726
980	0.002332035849
981	0.002332035849
982	0.002332034118
983	0.002324283075
984	0.002324282633
985	0.002324269503
986	0.00232426502
987	0.002324263667
988	0.002314585197
989	0.002314580228
990	0.002314580228
991	0.002314580228
992	0.002314575392
993	0.002314540573
994	0.00230764243
995	0.002307627443
996	0.002307616662
997	0.002307614621
998	0.002307608753
999	0.002307604912
1000	0.002307595505
1001	0.002307578069
1002	0.002307572487
1003	0.002307572487
1004	0.002307569982
1005	0.00230756767
1006	0.002307554992
1007	0.002307551497
1008	0.002307550461
1009	0.002301355595
1010	0.002296274995
1011	0.002296266284
1012	0.002288197209
1013	0.002288188726
1014	0.002275903655
1015	0.002275903655
1016	0.002275903655
1017	0.002275900706
1018	0.002275898772
1019	0.002275898772
1020	0.002275895578
1021	0.002275890049
1022	0.002275890049
1023	0.002275888781
1024	0.00227588532
1025	0.00227588532
1026	0.002266839891
1027	0.002266836697
1028	0.002266836697
1029	0.002266833474
1030	0.002266830027
1031	0.002266830027
1032	0.002266830027
1033	0.002266826832
1034	0.002266821709
1035	0.002266821709
1036	0.00226681295
1037	0.00226681295
1038	0.002254236242
1039	0.002254235342
1040	0.002254228213
1041	0.002254228213
1042	0.002254228213
1043	0.002254228213
1044	0.002254228213
1045	0.002254228213
1046	0.002245423548
1047	0.002245423548
1048	0.002245423128
1049	0.002245421698
1050	0.002245421698
1051	0.002245416341
1052	0.002245416341
1053	0.002245416341
1054	0.002245416341
1055	0.002245415052
1056	0.002236275492
1057	0.002236275492
1058	0.002236275492
